Run,Operation,Implementation,Datatype,Matrix Size,MetricType,Value
0,5,daphneMap,f64,5000,Execution Time,16.52299213409424
0,5,daphneMap,f64,5000,Memory Consumption,574.07421875
0,5,daphneMap,f64,5000,Average CPU Load,14.454545454545455
0,10,daphneMap,f64,5000,Execution Time,13.52350115776062
0,10,daphneMap,f64,5000,Memory Consumption,581.9453125
0,10,daphneMap,f64,5000,Average CPU Load,14.133333333333333
0,5,daphneMap,f32,5000,Execution Time,16.523839950561523
0,5,daphneMap,f32,5000,Memory Consumption,393.93359375
0,5,daphneMap,f32,5000,Average CPU Load,14.181818181818185
0,10,daphneMap,f32,5000,Execution Time,13.519797801971436
0,10,daphneMap,f32,5000,Memory Consumption,395.265625
0,10,daphneMap,f32,5000,Average CPU Load,13.588888888888889
0,5,daphneMap,int64,5000,Execution Time,16.522541522979736
0,5,daphneMap,int64,5000,Memory Consumption,578.50390625
0,5,daphneMap,int64,5000,Average CPU Load,13.590909090909092
0,10,daphneMap,int64,5000,Execution Time,13.521324396133423
0,10,daphneMap,int64,5000,Memory Consumption,576.42578125
0,10,daphneMap,int64,5000,Average CPU Load,13.822222222222221
0,5,daphneMap,int32,5000,Execution Time,16.527979135513306
0,5,daphneMap,int32,5000,Memory Consumption,388.76953125
0,5,daphneMap,int32,5000,Average CPU Load,13.681818181818182
0,10,daphneMap,int32,5000,Execution Time,13.52461314201355
0,10,daphneMap,int32,5000,Memory Consumption,386.6015625
0,10,daphneMap,int32,5000,Average CPU Load,14.01111111111111
0,5,daphneMap,int8,5000,Execution Time,16.52739691734314
0,5,daphneMap,int8,5000,Memory Consumption,374.21875
0,5,daphneMap,int8,5000,Average CPU Load,13.7
0,10,daphneMap,int8,5000,Execution Time,15.025306463241577
0,10,daphneMap,int8,5000,Memory Consumption,390.109375
0,10,daphneMap,int8,5000,Average CPU Load,13.029999999999998
0,5,daphneMap,uint64,5000,Execution Time,16.52771544456482
0,5,daphneMap,uint64,5000,Memory Consumption,574.0703125
0,5,daphneMap,uint64,5000,Average CPU Load,12.663636363636364
0,10,daphneMap,uint64,5000,Execution Time,13.52460503578186
0,10,daphneMap,uint64,5000,Memory Consumption,578.3515625
0,10,daphneMap,uint64,5000,Average CPU Load,13.922222222222222
0,5,daphneMap,uint8,5000,Execution Time,16.528857707977295
0,5,daphneMap,uint8,5000,Memory Consumption,251.12890625
0,5,daphneMap,uint8,5000,Average CPU Load,13.554545454545455
0,10,daphneMap,uint8,5000,Execution Time,13.524122714996338
0,10,daphneMap,uint8,5000,Memory Consumption,251.484375
0,10,daphneMap,uint8,5000,Average CPU Load,13.92222222222222
0,5,daphneInternal,f64,5000,Execution Time,4.5126073360443115
0,5,daphneInternal,f64,5000,Memory Consumption,922.5
0,5,daphneInternal,f64,5000,Average CPU Load,15.733333333333333
0,10,daphneInternal,f64,5000,Execution Time,3.006011724472046
0,10,daphneInternal,f64,5000,Memory Consumption,935.55859375
0,10,daphneInternal,f64,5000,Average CPU Load,18.7
0,5,daphneInternal,f32,5000,Execution Time,4.508622884750366
0,5,daphneInternal,f32,5000,Memory Consumption,581.56640625
0,5,daphneInternal,f32,5000,Average CPU Load,14.866666666666667
0,10,daphneInternal,f32,5000,Execution Time,3.005753755569458
0,10,daphneInternal,f32,5000,Memory Consumption,502.234375
0,10,daphneInternal,f32,5000,Average CPU Load,17.75
0,5,daphneInternal,int64,5000,Execution Time,6.0085155963897705
0,5,daphneInternal,int64,5000,Memory Consumption,919.16015625
0,5,daphneInternal,int64,5000,Average CPU Load,13.3
0,10,daphneInternal,int64,5000,Execution Time,4.50897479057312
0,10,daphneInternal,int64,5000,Memory Consumption,836.65234375
0,10,daphneInternal,int64,5000,Average CPU Load,12.933333333333332
0,5,daphneInternal,int32,5000,Execution Time,6.009301662445068
0,5,daphneInternal,int32,5000,Memory Consumption,861.90234375
0,5,daphneInternal,int32,5000,Average CPU Load,13.424999999999999
0,10,daphneInternal,int32,5000,Execution Time,4.507582664489746
0,10,daphneInternal,int32,5000,Memory Consumption,867.47265625
0,10,daphneInternal,int32,5000,Average CPU Load,12.5
0,5,daphneInternal,int8,5000,Execution Time,6.01094913482666
0,5,daphneInternal,int8,5000,Memory Consumption,798.8671875
0,5,daphneInternal,int8,5000,Average CPU Load,15.55
0,10,daphneInternal,int8,5000,Execution Time,4.513205051422119
0,10,daphneInternal,int8,5000,Memory Consumption,768.26953125
0,10,daphneInternal,int8,5000,Average CPU Load,15.566666666666668
0,5,daphneInternal,uint64,5000,Execution Time,4.508141279220581
0,5,daphneInternal,uint64,5000,Memory Consumption,954.1796875
0,5,daphneInternal,uint64,5000,Average CPU Load,16.733333333333334
0,10,daphneInternal,uint64,5000,Execution Time,3.0060932636260986
0,10,daphneInternal,uint64,5000,Memory Consumption,837.51953125
0,10,daphneInternal,uint64,5000,Average CPU Load,18.7
0,5,daphneInternal,uint8,5000,Execution Time,4.51082968711853
0,5,daphneInternal,uint8,5000,Memory Consumption,780.9921875
0,5,daphneInternal,uint8,5000,Average CPU Load,16.799999999999997
0,10,daphneInternal,uint8,5000,Execution Time,3.0051448345184326
0,10,daphneInternal,uint8,5000,Memory Consumption,784.82421875
0,10,daphneInternal,uint8,5000,Average CPU Load,18.7
0,5,Python_Numpy_Approach,f64,5000,Execution Time,3.0096499919891357
0,5,Python_Numpy_Approach,f64,5000,Memory Consumption,715.10546875
0,5,Python_Numpy_Approach,f64,5000,Average CPU Load,18.5
0,10,Python_Numpy_Approach,f64,5000,Execution Time,3.0067973136901855
0,10,Python_Numpy_Approach,f64,5000,Memory Consumption,718.8671875
0,10,Python_Numpy_Approach,f64,5000,Average CPU Load,13.85
0,5,Python_Numpy_Approach,f32,5000,Execution Time,3.010674476623535
0,5,Python_Numpy_Approach,f32,5000,Memory Consumption,428.87890625
0,5,Python_Numpy_Approach,f32,5000,Average CPU Load,15.850000000000001
0,10,Python_Numpy_Approach,f32,5000,Execution Time,1.5045878887176514
0,10,Python_Numpy_Approach,f32,5000,Memory Consumption,426.06640625
0,10,Python_Numpy_Approach,f32,5000,Average CPU Load,24.9
0,5,Python_Numpy_Approach,int64,5000,Execution Time,1.5072879791259766
0,5,Python_Numpy_Approach,int64,5000,Memory Consumption,713.14453125
0,5,Python_Numpy_Approach,int64,5000,Average CPU Load,24.7
0,10,Python_Numpy_Approach,int64,5000,Execution Time,1.5037031173706055
0,10,Python_Numpy_Approach,int64,5000,Memory Consumption,697.91796875
0,10,Python_Numpy_Approach,int64,5000,Average CPU Load,23.3
0,5,Python_Numpy_Approach,int32,5000,Execution Time,1.5100743770599365
0,5,Python_Numpy_Approach,int32,5000,Memory Consumption,431.04296875
0,5,Python_Numpy_Approach,int32,5000,Average CPU Load,23.0
0,10,Python_Numpy_Approach,int32,5000,Execution Time,1.5055510997772217
0,10,Python_Numpy_Approach,int32,5000,Memory Consumption,431.125
0,10,Python_Numpy_Approach,int32,5000,Average CPU Load,19.9
0,5,Python_Numpy_Approach,int8,5000,Execution Time,1.5110182762145996
0,5,Python_Numpy_Approach,int8,5000,Memory Consumption,212.58203125
0,5,Python_Numpy_Approach,int8,5000,Average CPU Load,21.9
0,10,Python_Numpy_Approach,int8,5000,Execution Time,1.5050864219665527
0,10,Python_Numpy_Approach,int8,5000,Memory Consumption,208.98046875
0,10,Python_Numpy_Approach,int8,5000,Average CPU Load,19.9
0,5,Python_Numpy_Approach,uint64,5000,Execution Time,1.5085041522979736
0,5,Python_Numpy_Approach,uint64,5000,Memory Consumption,713.23828125
0,5,Python_Numpy_Approach,uint64,5000,Average CPU Load,24.6
0,10,Python_Numpy_Approach,uint64,5000,Execution Time,1.5055713653564453
0,10,Python_Numpy_Approach,uint64,5000,Memory Consumption,715.04296875
0,10,Python_Numpy_Approach,uint64,5000,Average CPU Load,23.0
0,5,Python_Numpy_Approach,uint8,5000,Execution Time,1.5097274780273438
0,5,Python_Numpy_Approach,uint8,5000,Memory Consumption,208.73046875
0,5,Python_Numpy_Approach,uint8,5000,Average CPU Load,20.2
0,10,Python_Numpy_Approach,uint8,5000,Execution Time,1.510160207748413
0,10,Python_Numpy_Approach,uint8,5000,Memory Consumption,210.71484375
0,10,Python_Numpy_Approach,uint8,5000,Average CPU Load,17.7
0,5,Python_DirectExec,f64,5000,Execution Time,13.52519178390503
0,5,Python_DirectExec,f64,5000,Memory Consumption,1361.07421875
0,5,Python_DirectExec,f64,5000,Average CPU Load,13.899999999999999
0,10,Python_DirectExec,f64,5000,Execution Time,9.01268219947815
0,10,Python_DirectExec,f64,5000,Memory Consumption,1356.015625
0,10,Python_DirectExec,f64,5000,Average CPU Load,14.699999999999998
0,5,Python_DirectExec,f32,5000,Execution Time,13.520316362380981
0,5,Python_DirectExec,f32,5000,Memory Consumption,1166.83984375
0,5,Python_DirectExec,f32,5000,Average CPU Load,14.300000000000002
0,10,Python_DirectExec,f32,5000,Execution Time,9.016488552093506
0,10,Python_DirectExec,f32,5000,Memory Consumption,1169.56640625
0,10,Python_DirectExec,f32,5000,Average CPU Load,15.066666666666665
0,5,Python_DirectExec,int64,5000,Execution Time,34.54987549781799
